date,I_raw,I_corr,E_hm3,reserva,n_valid,ref_ceh,dam
2014-03-01,10.044147200000001,10.13247256145703,0.08832536145702952,30.886774193548387,31,5039,QUIEBRAJANO
2014-04-01,1.7159872000000018,1.8210551322193038,0.10506793221930211,30.730966666666667,30,5039,QUIEBRAJANO
2014-05-01,0.15941919999999932,0.31650537044647553,0.15708617044647616,30.3341935483871,31,5039,QUIEBRAJANO
2014-06-01,-0.0428016000000022,0.16168237644316266,0.20448397644316488,29.4999,30,5039,QUIEBRAJANO
2014-07-01,-0.13649119999999773,0.10633711848642238,0.2428283184864201,28.509645161290322,31,5039,QUIEBRAJANO
2014-08-01,-0.12260800000000051,0.09470489524456664,0.21731289524456715,27.372612903225807,31,5039,QUIEBRAJANO
2014-09-01,-0.038870400000001706,0.10444959136412094,0.14331999136412266,26.294233333333334,30,5039,QUIEBRAJANO
2014-10-01,0.014100800000002526,0.09696433013492745,0.08286353013492492,25.47648387096774,31,5039,QUIEBRAJANO
2014-11-01,0.1432736000000003,0.18738838767191887,0.04411478767191855,24.640266666666665,30,5039,QUIEBRAJANO
2014-12-01,0.04523680000000052,0.07500140622175563,0.029764606221755124,23.883580645161288,31,5039,QUIEBRAJANO
2015-01-01,0.08111200000000011,0.11017007352059759,0.029058073520597482,23.03816129032258,31,5039,QUIEBRAJANO
2015-02-01,1.5256847999999987,1.5675463666813352,0.04186156668133634,23.292678571428574,28,5039,QUIEBRAJANO
2015-03-01,0.42377760000000114,0.4970982030895649,0.07332060308956381,23.359967741935485,31,5039,QUIEBRAJANO
2015-04-01,0.3278975999999984,0.41404143816826616,0.08614383816826776,22.814533333333333,30,5039,QUIEBRAJANO
2015-05-01,0.06690239999999942,0.19391056544823979,0.12700816544824034,22.053709677419352,31,5039,QUIEBRAJANO
2015-06-01,-0.018238399999999336,0.1451171442926282,0.16335554429262755,21.06386666666667,30,5039,QUIEBRAJANO
2015-07-01,-0.13288640000000015,0.05868646112417089,0.19157286112417105,19.978290322580644,31,5039,QUIEBRAJANO
2015-08-01,-0.10181919999999842,0.06698212712581163,0.16880132712581006,18.73977419354839,31,5039,QUIEBRAJANO
2015-09-01,-0.033164800000001826,0.07721615395688168,0.1103809539568835,17.7724,30,5039,QUIEBRAJANO
2015-10-01,0.07818560000000112,0.1413028077818388,0.06311720778183766,16.936451612903223,31,5039,QUIEBRAJANO
2015-11-01,0.10183199999999915,0.13526848179082981,0.03343648179083066,16.259433333333334,30,5039,QUIEBRAJANO
